week,team,opponent,site,player,depth_role,backfield_type,sharp_def_rank,final_carry_share,exp_q1_carries,proj_team_q1_yds,exp_player_q1_yds,floor,ceiling,prob20_proxy,prob25_proxy,v05_candidate_score,prime_label
1,GB,MIN,A,MarShawn Lloyd,RB1A,Unstable committee,15,0.45,3.097058823529412,27.77577794117647,12.499100073529412,6.874505040441178,20.62351512132353,0.3571171449579832,0.2906767458960328,52.75504774159664,WATCH
1,CHI,CAR,A,Kyle Monangai,RB1B,RB1A/RB1B,29,0.34253199999999995,2.4380218823529405,36.699411764705886,11.89648131764706,5.434451779764708,18.40335533929412,0.29691957297479,0.24632988497948022,52.39958991596639,WATCH
1,NYG,DAL,H,Cam Skattebo,RB1A,RB1A/RB1B,30,0.4744653333333333,2.958430901960784,29.967139705882353,13.841462224470588,7.464430326997647,21.49329098099294,0.3594076360345098,0.2956418742916553,52.26451239495798,WATCH
1,CAR,CHI,H,Jonathon Brooks,RB2,Strong RB1,28,0.28,1.8941176470588237,33.481488235294115,9.374816705882353,5.156149188235294,15.468447564705881,0.2678519058823529,0.2180189931600547,51.91383184313725,WATCH
1,PIT,ATL,H,Rico Dowdle,RB1B,RB1A/RB1B,23,0.35,2.038235294117647,28.29308235294118,9.902578823529412,5.446418352941177,16.33925505882353,0.2829308235294118,0.23029253077975376,50.7011494117647,WATCH
1,KC,DEN,H,Kenneth Walker III,RB1,Strong RB1,1,0.61,3.516470588235294,20.34829411764706,12.412459411764708,6.8268526764705895,20.480558029411768,0.35464169747899166,0.2886618467852258,50.39383361344538,WATCH
1,NYG,DAL,H,Tyrone Tracy Jr.,RB1B,RB1A/RB1B,30,0.426417,2.6588354117647057,29.967139705882353,12.408478554444851,4.7210984422251006,16.6382953266753,0.23285258141429094,0.20317117091860892,50.1799981092437,WATCH
1,NO,DET,A,Alvin Kamara,RB1B,RB1A/RB1B,20,0.40907312500000004,2.2619337500000003,23.126836764705885,9.711623654056988,6.752740445001244,16.935304668337064,0.2763806995238742,0.21575652868222311,49.24390741596639,LOW
1,CAR,CHI,H,Chuba Hubbard,RB1,Strong RB1,28,0.409531,2.770356764705882,33.481488235294115,13.51337976292647,3.344561491324301,18.558684473972903,0.2470584540947689,0.3142646456494528,49.07322151260504,LOW
1,NO,DET,A,Travis Etienne,RB1A,RB1A/RB1B,20,0.48,2.6541176470588232,23.126836764705885,11.100881647058824,6.105484905882354,18.31645471764706,0.3171680470588235,0.25816003830369355,48.4713306302521,LOW
1,SEA,NE,H,Jadarian Price,RB1A,Unstable committee,10,0.42,2.52,26.962898529411767,11.32441738235294,6.228429560294118,18.68528868088235,0.32355478235294116,0.26335854377564977,48.02754491176471,LOW
1,DEN,KC,A,J.K. Dobbins,RB1A,RB1A/RB1B,8,0.5256379166666667,3.061067867647059,23.61172205882353,10.162071968981618,4.975367274092441,18.59276848894399,0.29477016142471546,0.21967726317515604,47.8443725210084,LOW
1,LA,SF,H,Blake Corum,RB2,Strong RB1,25,0.28040600000000004,1.8143917647058827,36.98410735294118,10.65147839380809,3.736240902467502,13.958722707402504,0.20162757934896114,0.1761489599352009,47.27876441176471,LOW
1,HOU,BUF,H,Woody Marks,RB1B,RB1A/RB1B,27,0.371876,2.362506352941176,29.995738235294123,11.005556341482356,5.192444790252237,17.62733437075671,0.27655557351959675,0.22975453658571823,46.57248579831933,LOW
1,HOU,BUF,H,David Montgomery,RB1A,RB1A/RB1B,27,0.48,3.0494117647058823,29.995738235294123,14.397954352941179,7.918874894117649,23.756624682352943,0.41137012436974796,0.3348361477428181,46.19147151260505,LOW
1,TEN,NYJ,H,Tyjae Spears,RB1B,RB1A/RB1B,12,0.28,1.6141176470588237,30.740686764705885,8.607392294117648,4.734065761764707,14.202197285294119,0.2459254941176471,0.2001719138166895,45.01354282352942,LOW
1,WAS,PHI,A,Jacory Croskey-Merritt,RB1A,RB1A/RB1B / QB diluted,19,0.3908020000000001,2.597683882352942,31.162191176470586,12.271795534058825,5.399590034985884,18.99877010495765,0.30401818363563027,0.2400724750522572,44.0976718487395,LOW
1,MIA,LV,A,Ollie Gordon II,RB2,Bellcow,17,0.18,1.08,33.63597794117647,6.054476029411765,3.329961816176471,9.989885448529412,0.17298502941176472,0.140801768125855,43.176531155462186,LOW
1,DAL,NYG,A,Malik Davis,RB2,Bellcow,32,0.12705475,0.9118046764705883,40.54609117647058,5.898356453453308,1.9059064290221002,10.2552192870663,0.14483687618296623,0.12641675968380975,42.750558277310915,LOW
1,JAX,CLE,H,Chris Rodriguez Jr.,RB1B,Unstable 1A/1B,4,0.32,1.8635294117647059,25.45558823529412,8.145788235294118,4.480183529411765,13.440550588235293,0.2327368067226891,0.18943693570451436,42.52133865546219,LOW
1,GB,MIN,A,Chris Brooks,RB1B,Unstable committee,15,0.27,1.8582352941176472,27.77577794117647,7.499460044117648,4.124703024264707,12.374109072794118,0.21427028697478995,0.17440604753761973,42.37421535084034,LOW
1,NYJ,TEN,A,Braelon Allen,RB2,Strong RB1,20,0.22,1.4364705882352942,27.410595588235296,6.030331029411765,3.316682066176471,9.950046198529412,0.17229517226890756,0.14024025649794802,42.08503912464987,LOW
1,SEA,NE,H,George Holani,RB1B,Unstable committee,10,0.3,1.7999999999999998,26.962898529411767,8.08886955882353,4.448878257352942,13.346634772058824,0.23111055882352943,0.18811324555403558,41.80617182773109,LOW
1,WAS,PHI,A,Rachaad White,RB1B,RB1A/RB1B / QB diluted,19,0.3,1.9941176470588236,31.162191176470586,9.348657352941176,5.141761544117648,15.42528463235294,0.2671044957983193,0.21741063611491107,41.44225756302521,LOW
1,MIN,GB,H,Jordan Mason,RB1B,RB1A/RB1B,16,0.38811049999999997,2.3514930294117646,24.86993235294118,10.145664033450002,3.473551848278875,14.683155544836627,0.2335692518586429,0.14055055383843024,39.880266554621855,LOW
1,NE,SEA,A,TreVeyon Henderson,RB1B,RB1A/RB1B,2,0.359004,2.745324705882353,29.511852941176475,10.60242828764706,5.665068446564707,17.39520533969412,0.2658612180033614,0.22077447977017783,39.2557974789916,LOW
1,LV,MIA,H,Mike Washington Jr.,RB2,Bellcow,22,0.15,0.7852941176470588,27.036972058823537,4.05554580882353,2.230550194852942,6.6916505845588246,0.11587273739495801,0.09431501880984955,38.827603266806726,LOW
1,TB,CIN,A,Kenneth Gainwell,RB2,Bellcow,31,0.18,1.2176470588235293,33.88175,6.098714999999999,3.35429325,10.062879749999999,0.174249,0.14183058139534882,38.33874071428571,LOW
1,PHI,WAS,H,Tank Bigsby,RB2,Bellcow / QB diluted,26,0.11477958333333332,0.7629466421568627,38.42989264705882,5.374436499146446,1.6011342070373789,9.157569287778802,0.12900913629631405,0.12498689532898712,37.402060588235294,LOW
1,DEN,KC,A,RJ Harvey,RB1B,RB1A/RB1B,8,0.36302999999999996,2.114115882352941,23.61172205882353,8.855812475382354,4.2965574891682365,13.889672467504706,0.23771857086588238,0.18827930186757869,36.58756180672269,LOW
1,ARI,LAC,A,Tyler Allgeier,RB1B,Unstable 1A/1B,18,0.34,1.9200000000000004,27.984523529411764,9.514738,5.2331059,15.699317699999998,0.27184965714285714,0.22127297674418603,36.289842689075634,LOW
1,DET,NO,H,Sione Vaki,RB2,Strong RB1,13,0.17,1.09,25.57124852941177,4.347112250000001,2.390911737500001,7.172735212500002,0.12420320714285718,0.10109563372093026,36.09000082002802,LOW
1,ATL,PIT,A,Brian Robinson,RB2,Bellcow,8,0.18,1.1858823529411764,26.604948529411768,4.788890735294118,2.6338899044117654,7.901669713235295,0.13682544957983195,0.11136955198358414,35.723551743697485,LOW
1,BAL,IND,A,Justice Hill,RB2,Bellcow / QB diluted,7,0.12,0.9176470588235294,26.18159705882353,3.1417916470588234,1.727985405882353,5.183956217647058,0.0897654756302521,0.0730649220246238,33.2865792605042,LOW
1,JAX,CLE,H,Bhayshul Tuten,RB1A,Unstable 1A/1B,4,0.416588,2.426012470588235,25.45558823529412,10.922432888823531,4.805870471082354,15.917611413247059,0.26299560888739504,0.21654805374555405,33.26082436974791,LOW
1,LAC,ARI,H,Keaton Mitchell,RB2,Strong RB1,24,0.2,1.2705882352941176,28.907272058823526,5.781454411764706,3.1797999264705887,9.539399779411765,0.16518441176470589,0.13445242818057457,32.709643277310924,LOW
1,CIN,TB,H,Samaje Perine,RB2,Strong RB1,13,0.2529945,1.5774951176470589,22.301136764705888,5.8067922919308845,1.437181092252894,10.911543276758682,0.15924875803911137,0.10306375654346274,32.562303487394956,LOW
1,CLE,JAX,A,Dylan Sampson,RB2,Strong RB1,6,0.2,1.2588235294117647,21.02890588235294,4.205781176470588,2.3131796470588237,6.939538941176471,0.12016517647058823,0.09780886456908346,32.415699159663866,LOW
1,IND,BAL,H,DJ Giddens,RB2,Bellcow,11,0.12,0.7905882352941176,24.981376470588234,2.997765176470588,1.6487708470588236,4.946312541176471,0.08565043361344538,0.06971546922024624,31.518438084033612,LOW
1,KC,DEN,H,Emmett Johnson,RB2,Strong RB1,1,0.22,1.2682352941176471,20.34829411764706,4.476624705882354,2.462143588235295,7.386430764705883,0.1279035630252101,0.10410755129958962,31.392256134453785,LOW
1,SF,LA,A,Kaelon Black,RB2,Bellcow,5,0.16,0.9788235294117646,21.579282352941174,3.452685176470588,1.8989768470588235,5.69693054117647,0.09864814789915965,0.08029500410396717,30.46810732773109,LOW
1,BUF,HOU,A,Ray Davis,RB2,Strong RB1 / QB diluted,3,0.13962166666666667,0.9773516666666667,29.71138676470589,4.299918550799633,1.2810174015923907,5.561802204777172,0.1582130251909467,0.1458323073259644,28.64811777310925,LOW
